Tweet,Classification
"Better Understanding of Parkinson's Psychosis Needed to Develop New Therapies, Study Suggests - Parkinson's News Today https://t.co/cvlacIfbmG",0
"rape happens, you psychotic peice of garbage. https://t.co/WjVx9aJUhg",2
Untreated schizophrenia led this man to amputate his own tongue: His 911 call as 'Jesus Christ' went viral after Pizza Hut break-in; story since is tragic https://t.co/GnaUX1uMmD via @usatoday,0
giving people with depression (and no psychotic symptoms) antipsychotics has to be the dumbest shit done in mental health practice today,0
@taylorfairly I can’t tell if that’s psychotic or extremely thoughtful. ??????,1
"This is disgusting. It baffles me how one person can carry such hate towards someone as nice and affectionate as jimin. I hope whoever wrote this gets caught for this unnecessary death threat.

#ProtectJimin https://t.co/Fnw4XXr1Dz",0
She’s clearly psychotic .. this kind of story never ends well in my lifetime movies https://t.co/c5bstKenWk,2
"@RakgadiKoolKat Lol... E jo, what's your government name? Like I'm tired of calling you that 'hey bighead' named crazy, psychotic chick inside my head.",2
getting your friends to follow me when i didn’t allow you to follow me makes you look psychotic af ??,2
https://t.co/SBRpuah1It https://t.co/eZk1Y0Fc8I,
"@Elmsnow @patcondell They think they are something they are not. When i would be  schizophrenic, it wouldn't really help if people would tell me that these voices i hear are actually real.",0
"I'm legitimately nervous about what this dude might do. I worked around patients with drug induced schizophrenia from smoking so much legal, and a lot of them are violent when angry. They can't control it.",0
"I definitely would have given anyone the same chance to get their life together after a psychotic break, but if you don't use it, then whatever consequences befall you are from your own hand, not mine.",0
@brendanhughes64 @irish_news @politicsIN DUPe wouldn't accept him anyway........as he's not psychotic.,0
@oddeyedmoon @kkul_twt I'm glad this doesn't discourage her from keeping up with writing. It's prob good for her that she deactivated tho because she doesn't deserve the hate. This is why I don't try to make friends with any ARMYs. I see too much psychotic crap over simple opinions.,2
#????_???_?????_??????? https://t.co/M7iMNzVY5e,
So much for that. Husband showing signs of #psychosis again. Can’t go through this again. This is going to break me. ??,0
"@peterdaou @CNN @axios Way to feed into his massive, psychotic narcissism.  Are you afraid of losing White House accesss from a living, breathing tyrant?  For the love of God grow a pair.",2
Beyond thought and behaviour: is psychosis more than a brain disorder?  - National Elf Service https://t.co/HvzSNt6O7L,0
Yawaa diay noh pag naa kay schizophrenia. Hadloka atong simulation oy. Maka bungol,
"3 days to #MentalHealthAwareness week #mental #OCD #psychosis #stress #depression #anxiety #poetry 

I refuse to unpick, unlace or unsee
To form perfect stitches, acquiesce or agree  
To wrap without tension, to live tangle free
My knots give me texture, my bumpiness, glee",0
A Critical Systematic Review of Evidence for Cannabinoids in the Treatment of Schizophrenia https://t.co/vVmzN9Xr09,0
Psicosis como enfermedad multisistémica / Psychosis as a multisystem disease | https://t.co/IGvrxmnBPf via @amplia2mente #psicosis #psychosis  #psiquiatria #Psychiatry,
"#StatisticallySpeaking

#Incel psychosis is derived from a 60% overweight, and 30% obese, population.",1
Also he’s psychotic aaaaafffff https://t.co/1TcI5wGcGM,2
NMDAR-Ab disease in First Episode Psychosis. #CAIDPN https://t.co/KL4ywtctnw,0
@ColdCigar @BabaGlocal What a fucking psycho lunatic this schizophrenic turd is,2
"@NBCNews 100 Shades of Red...the next love story gone gory filled with passion , romance with a psychotic twist a must see for all on line dating enthusiasts. Coming Soon a Weinstein Production..",1
"@CarpentersNyc I know I'm bipolar and schizophrenic but I thought God was trying to tell me 5/18 I'll last night and 1st Timothy 5:18 talks about labor but I don't care anymore God can shove it up his A.  S.  S 
CB#: 7854479161 https://t.co/DBlbOhR5jV",0
Could? https://t.co/CmGNMcy5Jv,0
"@djrothkopf @Desha7 You can be sure Trump will verbally trash the Nobel Committee and whip his base into a frenzy, trying to destroy the credibility of the Nobel Prize! There has never been nor will there ever be anything noble about this psychotic man boy!",2
Turning a schizophrenic set of skills into a marketable business. https://t.co/iy4PZ5mnOy,1
"Private schooling grooms psychopaths into corporate ladder climbers while the rest get ignored and turn to crime. Put a psychotic child in a public school, you've probably seen what happens",2
"This tweet has about 30k+ interactions and most are condoning this. 
People really condone the psychotic rambling of a mentally ill woman on the internet. Oh if Allah is real may he strike down her whole family. https://t.co/S1dsrAJyYc",2
"Today we answer listener questions on #BSPodcast! Listen to Michelle explain why she doesn't act like a ""normal"" schizophrenic. Gabe loves her response. 

Use the link below, or subscribe on your favorite podcast player.

https://t.co/uvXCbWVM1J https://t.co/uvXCbWVM1J",0
"Netflix’s GYPSY was designed for an entirely different market - upscale, married adults over 30, whereas  BROOKLYN 99 was for young, single adults. The bisexuality in the former was complex, Concurrent & non monogamous - R rated. In the latter it was PG-13 acknowledgement. https://t.co/iEZmoFgjth",0
"Schizophrenia and subvocal speech: Why people with schizophrenia hear the voices of God, spies and supernatural entities.  https://t.co/jnLDaexrmW",0
https://t.co/g8ckzDJxZh,
A wonderful long read for the weekend by @CGriwkowsky — Losing Joshua: #UAlberta grad who grappled with schizophrenia remembered after slaying in U.S. https://t.co/0m0eZwFVb8 https://t.co/auHhpIIpzA,0
4.48 Psychosis @LSDA_Acting https://t.co/kE3DQigAnz,0
"@XXRealist @scarlettstuff Don't say that. There are sisters who may block you for that, especially after the ""schizophrenia"" article...",0
"What do we know about #women, #cannabis and #psychosis? https://t.co/fioVMsIhB4 @Mental_Elf",0
"@DoubleNtropy lmao that's still what not ""peak capitalism"" is but go off, an exacerbated sample of our schizophrenic pop culture UNDER late capitalism? ill take that",1
Dad to be reunited with son after punching him in the face in school truancy row #schizophrenia #bhive https://t.co/lwiEuNUlsz,0
"Delighted #Southwell @pintofscience is selling well. Tuesday is sold out but still taking bookings for next Monday: post-Brexit environmental law, schizophrenia, and the sustainability of #ElectricCars ft @gavindjharper https://t.co/DXV5OpPNxa #EV #lovenotts #STEM for grownups. https://t.co/3qcB7lTsLC",0
Maybe psychosis is a virtue,1
@DrAnneLaura Maybe spending more quality time with their participants will teach them that people with schizophrenia can be as productive and efficient as any other member of their ‘perfectly normal and functional’ community,0
im a psychotic mess but at least my eyebrows look good,1
"@Williamthelost It vacillates between fall like weather, to-80°, to rain here. It really feels like weather schizophrenia. Lol ! We had too much snow, a very slow melt, and lots of spring rain. It will help all the trees and vegetation get a good start. Had drought last yr.",1
very bored of psychosis and pathological paranoia my brain is tired man,0
@chrisdelia #CongratulationsPod dude this had me dying. ?? eeEEEH. This is actually psychotic behavior if you think about it. https://t.co/GYx9fouy0R,2
Israelis are psychotic. They are the aggressors pretending to be victims. https://t.co/QpD2L29ZaN,2
"As well as #MadnessandModernism, @LizBaz draws our attention back to Sass & Parnas' (2003) account of ipseity or 'minimal self' in ""Schizophrenia, Consciousness, and the Self"" https://t.co/KALD35x9z4",0
"@TheDailyShow So what, Trump divisive character; one thing though, no one can stop watching or listening to him.  When he is done fixing America, and he most certainly is, he can come up to Canada and show that psychotic nutzoid, of the sickies and selfies, how to run run a country properly.",2
Take a minute to watch this incredibly well-done video. It's time to end the stigma surrounding mental health! #letstalkstigma #jointheconversation #MentalHealthAwareness  Voices: Living With Schizophrenia from @WebMD https://t.co/9mYV6zvm5F,0
"Creative people are 90% more likely to be schizophrenic and face a greater risk of suffering from bipolar disorder or depression, reveals study

https://t.co/LA72dSzqVm",0
"@emsarahholden @Dazed Idk, the pill definitely helped balance my hormones. I used to be psychotic af. It depends on the person.",2
"Yesterday I had to call dispatch over concern towards a schizophrenic person in our shop.

And now I’m an idiot. 

Fuck all of y’all",0
Who is this chick on the Breakfast Club. This bitch is psychotic @djenvy @cthagod @breakfastclubam,2
"@FoxBusiness @charliekirk11 @POTUS I call that PERPETUAL BITTERNESS due to DISAPPOINTMENT in losing the elections! Like some PSYCHOTIC SHOOTERS in America who are SICK MENTALLY, I suggest that the American Media undergo a PSYCHIATRIC evaluations - a Psychologist!",2
@markhoppus she is trying to pimp people before they find out what that is.  I am really mad that Hindu woman said schizophrenia because my sister is a clone of someone that tans.,0
"@POTUS @TvBandnews @portalR7 @PoliciaFederaI @OAB_df @Publico @theage @ChinaDailyUSA @globeandmail  @BILD @heraldscotland @nytimes @GovNetherlands @France @japan @PutinRF_Eng AppBipolarDisorder, Schizophrenia, Alzheimer'sDisease Are Still Against Maria(Me) UnderUK'sLaws InUK&InEU",0
"@MdeKwaasteniet @nato @JFC_Naples 

 no soldat does anything in psychotronics shooting on areas denied in Germany! Invent a kill switch for 2g3g4g net and directional antennas and dug in antennas. With schizophrenic paranoid soldaten pushed into a unknown danger is strike!",
@rcpsychWM Spring meeting with @adave_NHS @ignasiagell @gtadros3 @DrGTheodoulou Rachel Upthegrove on smokinggun evidence of #childhoodtrauma causing #depression in #schizophrenia Can @NHSBenchmarking data help identify this I'm next talking on #data and  improving #quality,0
"Anyway, so day before yesterday evening, the head of the mill called the hiring company he's working through to call and fire him because they got a lot of complaints that he's making people nervous with his anger/obvious drug induced schizophrenia.",1
The May issue of @PsychAnnals is now available online. The CME content examines Innovative Add-On Treatments for #Schizophrenia. https://t.co/VYgDjrCOxV https://t.co/tkOvqWuZrt,0
Just in case you wondered how #Windrush could have happened. This is the kind of psychotic xenophobic crank that Conservative voters actually elected. https://t.co/XaZTWmLkdI,2
@NAMICommunicate Why is the hospital or residential facilities always the first option for these doctors?  I have a 14yr old with #anxiety #psychosis #ADHD and now they are saying #Autism and the first thing the Dr. said was acute residential care! I don’t understand nor do I agree. #bettercare,0
This shit ain't cute or healthy. https://t.co/drRKgqXorQ,0
Trump's psychosis doesn't allow him to be embarrassed https://t.co/MACGWlG0f9,2
"Schizophrenia Workshop, Tues., May 15, from 9 a.m. – 4:30 p.m. Learn about the causes, onset, course and prognosis, symptoms and the recovery philosophy.  

This workshop is free and will be offered in person and through video conference. 
https://t.co/LFmXXrB79C",0
"@people I lost my son to Schizophrenia??, his whole life ahead of him.. handsome, smart, beautiful soul. Mental illness is effecting so much of our population and we need more programs for outreach and help.",0
@daventrytweets @DxGusher Don't have the impertinence to smile at me genocidal animal sewerage. You cut my life devil maggot our sacred Father will incinerate you + your evil family.  I am psychotic ...oh don't money worshipping satanists like you hope. You now run the worst hospital in the country.,2
@UmmAlMumineen I don't know between that crazy misogynistic fool and Java Man whom's more psychotic...... It's quite tough I would say it's the latter.,2
"Apparently BPD = soc*op*thy now?

Let's ignore the fact that the term is actually for people with ASPD, an entirely different personality disorder https://t.co/UV9imgza8E",0
thomas as a psychotic serial killer being hunted down by dylan as a special agent; a concept https://t.co/fqqxLfteC6,2
Bark Psychosis — Absent Friend https://t.co/HPvjyhZNLQ,
@HillaryClinton Is there anything you will not take credit for just last month you tried to take credit for the me-too movement you took credit for the economic boom after 9/11 you are an opportunistic sycophantic psychotic and delusional harpy,
